lat,lng,desc,zip,title,timeStamp,twp,addr,e
40.009085,-75.293295,LANCASTER AVE & ARDMORE AVE; LOWER MERION; 2018-11-26 @ 07:06:29;,19003.0,Traffic: DISABLED VEHICLE -,2018-11-26 07:06:29,LOWER MERION,LANCASTER AVE & ARDMORE AVE,1
40.1028098,-75.3295202,RAMP I76 TO RT422  & RAMP I76 TO SWEDESFORD RD; UPPER MERION; 2019-03-06 @ 02:43:39;,19405.0,Traffic: ROAD OBSTRUCTION -,2019-03-06 02:43:39,UPPER MERION,RAMP I76 TO RT422  & RAMP I76 TO SWEDESFORD RD,1
40.129926,-75.1339043,RESERVOIR AVE & WOODLAND RD;  ABINGTON; Station 381; 2016-12-21 @ 02:27:28;,19001.0,EMS: MEDICAL ALERT ALARM,2016-12-21 02:27:28,ABINGTON,RESERVOIR AVE & WOODLAND RD,1
40.2247862,-75.4532946,GRAVEL PIKE & GRATERFORD RD;  PERKIOMEN; Station 324; 2017-10-04 @ 17:45:46;,19426.0,EMS: SUBJECT IN PAIN,2017-10-04 17:45:46,PERKIOMEN,GRAVEL PIKE & GRATERFORD RD,1
40.3091724,-75.3043369,CHATHAM CT & HIDDEN SPRINGS DR;  FRANCONIA; Station 339; 2020-05-31 @ 15:30:06;,18964.0,EMS: RESPIRATORY EMERGENCY,2020-05-31 15:30:06,FRANCONIA,CHATHAM CT & HIDDEN SPRINGS DR,1
40.2277242,-75.2543705,ELIZABETHS CT & HEMMINGWAY DR;  MONTGOMERY; Station 345A; 2020-03-14 @ 09:29:45;,19454.0,EMS: HEMORRHAGING,2020-03-14 09:29:45,MONTGOMERY,ELIZABETHS CT & HEMMINGWAY DR,1
40.1563371,-75.2199518,LINDENWOLD AVE & E RACE ST; AMBLER; 2019-01-10 @ 17:03:46-Station:STA7;,19002.0,Fire: FIRE INVESTIGATION,2019-01-10 17:03:46,AMBLER,LINDENWOLD AVE & E RACE ST,1
40.1903913,-75.2695399,MORRIS RD & WISSAHICKON GREEN RIBBON TRL;  WHITEMARSH; Station 318; 2020-01-23 @ 08:31:42;,19454.0,EMS: SEIZURES,2020-01-23 08:31:42,WHITEMARSH,MORRIS RD & WISSAHICKON GREEN RIBBON TRL,1
40.088958,-75.408347,GODDARD BLVD & N GULPH RD;  UPPER MERION; Station 317; 2017-12-16 @ 18:58:49;,19406.0,EMS: ALLERGIC REACTION,2017-12-16 18:58:49,UPPER MERION,GODDARD BLVD & N GULPH RD,1
40.2489293,-75.6609923,SHOEMAKER RD & W KING ST;  POTTSTOWN; Station 329; 2018-08-05 @ 18:43:54;,19464.0,EMS: VEHICLE ACCIDENT,2018-08-05 18:43:54,POTTSTOWN,SHOEMAKER RD & W KING ST,1
40.1249437,-75.0416005,PINE RD;  LOWER MORELAND; Station 355; 2016-07-26 @ 21:39:03;,19006.0,EMS: VEHICLE ACCIDENT,2016-07-26 21:39:03,LOWER MORELAND,PINE RD,1
40.2646151,-75.3627256,CHRISTOPHER LN & DEAD END; LOWER SALFORD; 2018-07-25 @ 16:56:04-Station:STA89;,19438.0,Fire: FIRE ALARM,2018-07-25 16:56:04,LOWER SALFORD,CHRISTOPHER LN & DEAD END,1
40.1646555,-75.2863126,SKIPPACK PIKE & CRESTLINE DR; WHITPAIN; 2018-08-22 @ 18:37:45;,19422.0,Traffic: VEHICLE ACCIDENT -,2018-08-22 18:37:45,WHITPAIN,SKIPPACK PIKE & CRESTLINE DR,1
40.2605355,-75.3666079,MAIN ST & GODSHALL DR;  LOWER SALFORD; Station 344; 2019-04-18 @ 01:15:49;,19438.0,EMS: FEVER,2019-04-18 01:15:49,LOWER SALFORD,MAIN ST & GODSHALL DR,1
40.2883557,-75.3785374,MAPLE AVE & YODER RD;  FRANCONIA; Station 344; 2017-03-09 @ 13:23:35;,19438.0,EMS: MEDICAL ALERT ALARM,2017-03-09 13:23:35,FRANCONIA,MAPLE AVE & YODER RD,1
40.2394714,-75.2212403,POLO DR & BLUE RIBBON DR;  MONTGOMERY; Station 345A; 2016-10-12 @ 15:22:29;,19454.0,EMS: FALL VICTIM,2016-10-12 15:22:29,MONTGOMERY,POLO DR & BLUE RIBBON DR,1
40.2405785,-75.5433718,NEIFFER RD & W RIDGE PIKE;  LIMERICK; Station 324A; 2018-04-01 @ 10:57:11;,19468.0,EMS: FALL VICTIM,2018-04-01 10:57:11,LIMERICK,NEIFFER RD & W RIDGE PIKE,1
40.1784422,-75.1285061,ELECTRONIC DR & DEAD END;  HORSHAM; Station 352; 2019-04-14 @ 16:45:36;,,EMS: UNCONSCIOUS SUBJECT,2019-04-14 16:45:36,HORSHAM,ELECTRONIC DR & DEAD END,1
40.1855167,-75.2277666,SUMNEYTOWN PIKE & N BETHLEHEM PIKE; LOWER GWYNEDD; 2016-11-28 @ 07:20:24;,19002.0,Traffic: DISABLED VEHICLE -,2016-11-28 07:20:24,LOWER GWYNEDD,SUMNEYTOWN PIKE & N BETHLEHEM PIKE,1
40.1427655,-75.2849559,ARBOR WAY; WHITPAIN; 2018-12-10 @ 14:05:46-Station:STA33;,19422.0,Fire: VEHICLE FIRE,2018-12-10 14:05:46,WHITPAIN,ARBOR WAY,1
40.2355119,-75.273551,MAIN ST & HIGHLAND RD; LANSDALE; 2018-01-10 @ 18:11:46;,19446.0,Traffic: VEHICLE ACCIDENT -,2018-01-10 18:11:46,LANSDALE,MAIN ST & HIGHLAND RD,1
40.3400721,-75.5917092,KNOLL LN & DEAD END;  DOUGLASS; Station 332; 2018-11-08 @ 08:55:38;,,EMS: FALL VICTIM,2018-11-08 08:55:38,DOUGLASS,KNOLL LN & DEAD END,1
39.9988087,-75.2961404,CHESTNUT AVE & LORAINE AVE;  DELAWARE COUNTY; Station EMS; 2017-02-10 @ 19:41:03;,19003.0,EMS: HEAD INJURY,2017-02-10 19:41:03,DELAWARE COUNTY,CHESTNUT AVE & LORAINE AVE,1
40.0829813,-75.2063031,STENTON AVE & NEWTON ST;  SPRINGFIELD; Station 351A; 2019-03-04 @ 08:28:44;,19038.0,EMS: CVA/STROKE,2019-03-04 08:28:44,SPRINGFIELD,STENTON AVE & NEWTON ST,1
40.1543239,-75.2244052,MAIN ST & W RACE ST;  AMBLER; Station 351; 2016-12-17 @ 10:58:46;,19002.0,EMS: FALL VICTIM,2016-12-17 10:58:46,AMBLER,MAIN ST & W RACE ST,1
40.1475692,-75.4180787,REDTAIL RD & REDWING LN;  LOWER PROVIDENCE; Station 322; 2018-07-16 @ 05:37:02;,19403.0,EMS: MEDICAL ALERT ALARM,2018-07-16 05:37:02,LOWER PROVIDENCE,REDTAIL RD & REDWING LN,1
40.1545535,-75.2215651,BUTLER AVE & RR CROSSING; AMBLER; 2018-09-19 @ 14:19:22-Station:STA7;,19002.0,Fire: FIRE ALARM,2018-09-19 14:19:22,AMBLER,BUTLER AVE & RR CROSSING,1
40.0819515,-75.4007498,RT202  & W DEKALB PIKE; UPPER MERION; 2016-11-12 @ 17:29:59;,19406.0,Traffic: VEHICLE ACCIDENT -,2016-11-12 17:29:59,UPPER MERION,RT202  & W DEKALB PIKE,1
40.1835603,-75.4569704,PARK AVE & LESLEN LN;  COLLEGEVILLE; Station 324; 2018-05-07 @ 12:05:41;,19426.0,EMS: CARDIAC EMERGENCY,2018-05-07 12:05:41,COLLEGEVILLE,PARK AVE & LESLEN LN,1
40.1330371,-75.4084631,SHANNONDELL DR & SHANNONDELL BLVD;  LOWER PROVIDENCE; Station 322A; 2017-10-20 @ 22:41:24;,19403.0,EMS: RESPIRATORY EMERGENCY,2017-10-20 22:41:24,LOWER PROVIDENCE,SHANNONDELL DR & SHANNONDELL BLVD,1
40.2727351,-75.2579235,BETHLEHEM PIKE & LENHART RD;  HATFIELD TOWNSHIP; Station 345; 2017-05-02 @ 10:19:52;,18915.0,EMS: VEHICLE ACCIDENT,2017-05-02 10:19:52,HATFIELD TOWNSHIP,BETHLEHEM PIKE & LENHART RD,1
40.200691,-75.216032,W WELSH RD; LOWER GWYNEDD; 2020-05-16 @ 21:21:17-Station:STA7;,19002.0,Fire: FIRE INVESTIGATION,2020-05-16 21:21:17,LOWER GWYNEDD,W WELSH RD,1
40.0605152,-75.3146405,MT PLEASANT RD & PROSPECT HILL RD; LOWER MERION; 2019-06-18 @ 10:20:54-Station:STA23;,19085.0,Fire: FIRE ALARM,2019-06-18 10:20:54,LOWER MERION,MT PLEASANT RD & PROSPECT HILL RD,1
40.0765367,-75.3968524,WHITEGATE RD & QUISSET LN;  UPPER MERION; Station 317; 2016-07-20 @ 11:47:17;,19087.0,EMS: EYE INJURY,2016-07-20 11:47:17,UPPER MERION,WHITEGATE RD & QUISSET LN,1
40.2356127,-75.2251278,HORSHAM RD;  MONTGOMERY; Station 345A; 2018-09-16 @ 13:44:43;,,EMS: VEHICLE ACCIDENT,2018-09-16 13:44:43,MONTGOMERY,HORSHAM RD,1
40.1532684,-75.1895576,PENNSYLVANIA TPKE & CAMP HILL RD OVERPASS; UPPER DUBLIN; 2018-04-04 @ 15:18:23;,,Traffic: VEHICLE FIRE -,2018-04-04 15:18:23,UPPER DUBLIN,PENNSYLVANIA TPKE & CAMP HILL RD OVERPASS,1
40.1334256,-75.3290413,3RD ST & FRANCIS AVE; EAST NORRITON; 2017-10-17 @ 19:31:56;,19401.0,Traffic: DISABLED VEHICLE -,2017-10-17 19:31:56,EAST NORRITON,3RD ST & FRANCIS AVE,1
40.2642269,-75.6290857,N CHARLOTTE ST & MERVINE ST; LOWER POTTSGROVE; 2018-09-18 @ 17:23:46;,19464.0,Traffic: HAZARDOUS ROAD CONDITIONS -,2018-09-18 17:23:46,LOWER POTTSGROVE,N CHARLOTTE ST & MERVINE ST,1
40.1299351,-75.14836,SUSQUEHANNA RD & MADISON AVE;  ABINGTON; Station 383; 2017-06-26 @ 14:12:21;,19001.0,EMS: RESPIRATORY EMERGENCY,2017-06-26 14:12:21,ABINGTON,SUSQUEHANNA RD & MADISON AVE,1
40.1224422,-75.3383233,SPRUCE ST & POWELL ST;  NORRISTOWN; Station 308A; 2018-03-15 @ 22:47:43;,19401.0,EMS: SYNCOPAL EPISODE,2018-03-15 22:47:43,NORRISTOWN,SPRUCE ST & POWELL ST,1
40.0586389,-75.093192,WOODLAND AVE & LINCOLN AVE; CHELTENHAM; 2015-12-14 @ 16:18:29;,19012.0,Traffic: VEHICLE ACCIDENT -,2015-12-14 16:18:29,CHELTENHAM,WOODLAND AVE & LINCOLN AVE,1
40.1405715,-75.3107945,HANNAH AVE & E GERMANTOWN PIKE; EAST NORRITON; 2018-08-20 @ 15:53:00;,19401.0,Traffic: VEHICLE ACCIDENT -,2018-08-20 15:53:00,EAST NORRITON,HANNAH AVE & E GERMANTOWN PIKE,1
40.2449124,-75.6443631,HIGH ST & S FRANKLIN ST; POTTSTOWN; 2017-09-25 @ 19:14:49-Station:STA69;,19464.0,Fire: FIRE ALARM,2017-09-25 19:14:49,POTTSTOWN,HIGH ST & S FRANKLIN ST,1
40.156128,-75.333472,SHIRLENE RD;  EAST NORRITON; Station 308B; 2019-12-06 @ 20:09:43;,19403.0,EMS: BUILDING FIRE,2019-12-06 20:09:43,EAST NORRITON,SHIRLENE RD,1
40.0994783,-75.4117689,8TH AVE & MOORE RD; UPPER MERION; 2016-09-21 @ 15:57:34-Station:STA47;,19406.0,Fire: FIRE ALARM,2016-09-21 15:57:34,UPPER MERION,8TH AVE & MOORE RD,1
40.0097139,-75.2555052,MONTGOMERY AVE & MAPLEWOOD AVE; NARBERTH; 2018-08-20 @ 07:13:46-Station:STA26;,19072.0,Fire: FIRE ALARM,2018-08-20 07:13:46,NARBERTH,MONTGOMERY AVE & MAPLEWOOD AVE,1
40.1019476,-75.0888908,KING RD;  ABINGTON; Station 382; 2019-10-12 @ 02:05:46;,19006.0,EMS: NAUSEA/VOMITING,2019-10-12 02:05:46,ABINGTON,KING RD,1
40.1685378,-75.4982005,BLACK ROCK RD & S TRAPPE RD;  UPPER PROVIDENCE; Station 325; 2017-11-30 @ 06:34:06;,19468.0,EMS: RESPIRATORY EMERGENCY,2017-11-30 06:34:06,UPPER PROVIDENCE,BLACK ROCK RD & S TRAPPE RD,1
40.0972222,-75.3761952,SCHUYLKILL EXPY & E MATSONFORD RD UNDERPASS; UPPER MERION; 2018-04-23 @ 09:52:42;,,Traffic: ROAD OBSTRUCTION -,2018-04-23 09:52:42,UPPER MERION,SCHUYLKILL EXPY & E MATSONFORD RD UNDERPASS,1
40.4106035,-75.4736714,GERYVILLE PIKE & RT663; UPPER HANOVER; 2017-03-25 @ 15:14:48;,18073.0,Traffic: VEHICLE ACCIDENT -,2017-03-25 15:14:48,UPPER HANOVER,GERYVILLE PIKE & RT663,1
40.1481158,-75.2125132,BETHLEHEM PIKE & BANNOCKBURN AVE; UPPER DUBLIN; 2018-08-08 @ 13:17:44;,19002.0,Traffic: VEHICLE ACCIDENT -,2018-08-08 13:17:44,UPPER DUBLIN,BETHLEHEM PIKE & BANNOCKBURN AVE,1
40.2621727,-75.3683441,MAIN ST & RUTH RD;  LOWER SALFORD; Station 344; 2017-11-22 @ 14:18:10;,19438.0,EMS: CARDIAC EMERGENCY,2017-11-22 14:18:10,LOWER SALFORD,MAIN ST & RUTH RD,1
40.073014,-75.131626,OLD YORK RD & SPRING AVE; CHELTENHAM; 2016-05-25 @ 14:29:36-Station:STA5;,19027.0,Fire: FIRE ALARM,2016-05-25 14:29:36,CHELTENHAM,OLD YORK RD & SPRING AVE,1
40.0102429,-75.256966,MONTGOMERY AVE & S WOODBINE AVE; LOWER MERION; 2016-07-22 @ 11:01:51;,19072.0,Traffic: VEHICLE ACCIDENT -,2016-07-22 11:01:51,LOWER MERION,MONTGOMERY AVE & S WOODBINE AVE,1
40.324992,-75.3281748,LUTHERAN HOME DR & DEAD END;  TELFORD; Station 339; 2018-10-28 @ 08:37:06;,,EMS: SYNCOPAL EPISODE,2018-10-28 08:37:06,TELFORD,LUTHERAN HOME DR & DEAD END,1
40.3773576,-75.4831684,MAIN ST & E 6TH ST; RED HILL; 2018-08-27 @ 17:12:02;,18076.0,Traffic: VEHICLE ACCIDENT -,2018-08-27 17:12:02,RED HILL,MAIN ST & E 6TH ST,1
40.1330371,-75.4084631,SHANNONDELL DR & SHANNONDELL BLVD;  LOWER PROVIDENCE; Station 322A; 2020-05-22 @ 04:14:20;,19403.0,EMS: MEDICAL ALERT ALARM,2020-05-22 04:14:20,LOWER PROVIDENCE,SHANNONDELL DR & SHANNONDELL BLVD,1
40.1224565,-75.4145061,JEFFERSON AVE; LOWER PROVIDENCE; 2020-07-06 @ 15:58:20-Station:STA53;,19403.0,Fire: RESCUE - WATER,2020-07-06 15:58:20,LOWER PROVIDENCE,JEFFERSON AVE,1
40.0600542,-75.097117,ROWLAND AVE & ASHBOURNE RD; CHELTENHAM; 2020-07-19 @ 17:57:16;,19012.0,Traffic: DISABLED VEHICLE -,2020-07-19 17:57:16,CHELTENHAM,ROWLAND AVE & ASHBOURNE RD,1
40.1193016,-75.1267178,GUERNSEY AVE & CUMBERLAND RD; ABINGTON; 2019-01-28 @ 13:08:49;,19001.0,Traffic: VEHICLE ACCIDENT -,2019-01-28 13:08:49,ABINGTON,GUERNSEY AVE & CUMBERLAND RD,1
40.128302,-75.3073089,WOODBROOK LN & BELVOIR RD; PLYMOUTH; 2020-03-21 @ 17:30:51-Station:STA44;,19462.0,Fire: WOODS/FIELD FIRE,2020-03-21 17:30:51,PLYMOUTH,WOODBROOK LN & BELVOIR RD,1
39.993977,-75.2838731,KNOX RD & DALE RD; LOWER MERION; 2016-11-17 @ 14:04:45;,19096.0,Traffic: VEHICLE ACCIDENT -,2016-11-17 14:04:45,LOWER MERION,KNOX RD & DALE RD,1
40.2936156,-75.5152057,BIG RD & FREDERICK DR;  UPPER FREDERICK; Station 308C; 2019-01-06 @ 22:57:29;,19492.0,EMS: RESPIRATORY EMERGENCY,2019-01-06 22:57:29,UPPER FREDERICK,BIG RD & FREDERICK DR,1
40.1990064,-75.3000584,LILAC CT & PRIMROSE DR;  UPPER GWYNEDD; Station 345B; 2019-09-22 @ 16:16:55;,19446.0,EMS: MEDICAL ALERT ALARM,2019-09-22 16:16:55,UPPER GWYNEDD,LILAC CT & PRIMROSE DR,1
40.1220786,-75.3313721,ARCH ST & HAYDEN ALY;  NORRISTOWN; Station 308A; 2018-01-22 @ 00:29:03;,19401.0,EMS: ASSAULT VICTIM,2018-01-22 00:29:03,NORRISTOWN,ARCH ST & HAYDEN ALY,1
40.1506748,-75.1326521,MORELAND RD & BARTRAM RD;  UPPER MORELAND; Station 381; 2020-02-24 @ 07:50:26;,19090.0,EMS: CARDIAC EMERGENCY,2020-02-24 07:50:26,UPPER MORELAND,MORELAND RD & BARTRAM RD,1
40.1147453,-75.2854469,GERMANTOWN PIKE & LAUNFALL RD; PLYMOUTH; 2018-02-24 @ 09:11:51;,19462.0,Traffic: DISABLED VEHICLE -,2018-02-24 09:11:51,PLYMOUTH,GERMANTOWN PIKE & LAUNFALL RD,1
40.033578,-75.2670955,SCHUYLKILL EXPY & CONSHOHOCKEN STATE UNDERPASS; LOWER MERION; 2018-02-02 @ 12:04:52-Station:STA22;,,Fire: VEHICLE ACCIDENT,2018-02-02 12:04:52,LOWER MERION,SCHUYLKILL EXPY & CONSHOHOCKEN STATE UNDERPASS,1
40.072731,-75.1559688,CHELTENHAM AVE & 79TH AVE;  CHELTENHAM; Station 358A; 2017-04-23 @ 14:38:28;,19150.0,EMS: SEIZURES,2017-04-23 14:38:28,CHELTENHAM,CHELTENHAM AVE & 79TH AVE,1
40.1628905,-75.4078522,SHANNONDELL DR & DEAD END;  LOWER PROVIDENCE; Station 322A; 2019-02-22 @ 02:16:38;,19403.0,EMS: MEDICAL ALERT ALARM,2019-02-22 02:16:38,LOWER PROVIDENCE,SHANNONDELL DR & DEAD END,1
40.064591,-75.1353115,LATHAM PKWY & OLD YORK RD;  CHELTENHAM; Station 358; 2018-10-14 @ 17:35:38;,19027.0,EMS: ALTERED MENTAL STATUS,2018-10-14 17:35:38,CHELTENHAM,LATHAM PKWY & OLD YORK RD,1
40.0079924,-75.2912588,LANCASTER AVE & ANDERSON AVE; LOWER MERION; 2019-01-04 @ 16:40:03;,19003.0,Traffic: VEHICLE ACCIDENT -,2019-01-04 16:40:03,LOWER MERION,LANCASTER AVE & ANDERSON AVE,1
40.2605317,-75.3995089,BROAD ST & MUNICIPAL DR;  LOWER SALFORD; Station 344; 2020-01-02 @ 16:34:21;,,EMS: BACK PAINS/INJURY,2020-01-02 16:34:21,LOWER SALFORD,BROAD ST & MUNICIPAL DR,1
40.2288917,-75.2367048,BETHLEHEM PIKE & KNAPP RD;  MONTGOMERY; Station 345A; 2018-08-18 @ 12:12:07;,18936.0,EMS: CARDIAC ARREST,2018-08-18 12:12:07,MONTGOMERY,BETHLEHEM PIKE & KNAPP RD,1
40.1666567,-75.1464961,BUSINESS CENTER DR & DRESHER RD; HORSHAM; 2017-05-25 @ 17:26:37;,19044.0,Traffic: DISABLED VEHICLE -,2017-05-25 17:26:37,HORSHAM,BUSINESS CENTER DR & DRESHER RD,1
40.228854,-75.2761526,SPRUCE ST & E HANCOCK ST;  LANSDALE; Station 345; 2019-11-23 @ 11:45:18;,19446.0,EMS: MEDICAL ALERT ALARM,2019-11-23 11:45:18,LANSDALE,SPRUCE ST & E HANCOCK ST,1
40.1022274,-75.3915443,VALLEY FORGE RD & GENERAL STEUBEN RD;  UPPER MERION; Station 356A; 2020-04-04 @ 19:02:16;,19406.0,EMS: FEVER,2020-04-04 19:02:16,UPPER MERION,VALLEY FORGE RD & GENERAL STEUBEN RD,1
40.2004859,-75.4240679,TWINING WAY & SOMERSET DR;  SKIPPACK; Station 336; 2017-04-26 @ 21:12:20;,19426.0,EMS: FALL VICTIM,2017-04-26 21:12:20,SKIPPACK,TWINING WAY & SOMERSET DR,1
40.0022843,-75.2863269,HOOD RD & ARGYLE RD; LOWER MERION; 2016-08-15 @ 22:24:31;,19003.0,Traffic: DISABLED VEHICLE -,2016-08-15 22:24:31,LOWER MERION,HOOD RD & ARGYLE RD,1
40.2450058,-75.5930476,HIGH ST & BROWN ST;  LOWER POTTSGROVE; Station 329; 2016-04-30 @ 05:43:49;,19464.0,EMS: NAUSEA/VOMITING,2016-04-30 05:43:49,LOWER POTTSGROVE,HIGH ST & BROWN ST,1
40.2252404,-75.2696446,HANCOCK RD & HEARTH DR; UPPER GWYNEDD; 2017-07-05 @ 15:05:56-Station:STA80;,19454.0,Fire: VEHICLE ACCIDENT,2017-07-05 15:05:56,UPPER GWYNEDD,HANCOCK RD & HEARTH DR,1
40.083589,-75.2544698,RIDGE PIKE & CRESCENT AVE; WHITEMARSH; 2020-06-11 @ 14:59:55;,19444.0,Traffic: VEHICLE ACCIDENT -,2020-06-11 14:59:55,WHITEMARSH,RIDGE PIKE & CRESCENT AVE,1
40.2177396,-75.2989916,SUMNEYTOWN PIKE & MERCK GATE 1;  UPPER GWYNEDD; Station 345B; 2020-05-08 @ 06:25:21;,19446.0,EMS: HEMORRHAGING,2020-05-08 06:25:21,UPPER GWYNEDD,SUMNEYTOWN PIKE & MERCK GATE 1,1
40.0634097,-75.1393881,CHELTENHAM AVE & N BROAD ST;  CHELTENHAM; Station 358; 2017-04-17 @ 16:05:23;,19027.0,EMS: OVERDOSE,2017-04-17 16:05:23,CHELTENHAM,CHELTENHAM AVE & N BROAD ST,1
40.094808,-75.1300725,WALNUT ST & GREENWOOD AVE; JENKINTOWN; 2019-05-22 @ 07:36:55;,19046.0,Traffic: DISABLED VEHICLE -,2019-05-22 07:36:55,JENKINTOWN,WALNUT ST & GREENWOOD AVE,1
40.1646555,-75.2863126,SKIPPACK PIKE & CRESTLINE DR;  WHITPAIN; Station 385; 2017-03-27 @ 10:00:17;,19422.0,EMS: NAUSEA/VOMITING,2017-03-27 10:00:17,WHITPAIN,SKIPPACK PIKE & CRESTLINE DR,1
40.1231771,-75.3337165,DEKALB ST & E FORNANCE ST;  NORRISTOWN; Station 308A; 2016-04-19 @ 07:02:14;,19401.0,EMS: DIABETIC EMERGENCY,2016-04-19 07:02:14,NORRISTOWN,DEKALB ST & E FORNANCE ST,1
40.1585225,-75.2763517,SKIPPACK PIKE;  WHITPAIN; Station 385; 2019-08-29 @ 10:39:57;,,EMS: VEHICLE ACCIDENT,2019-08-29 10:39:57,WHITPAIN,SKIPPACK PIKE,1
40.086567,-75.166432,EASTON RD & RAMP S EASTON RD TO RT309 SB; CHELTENHAM; 2016-09-08 @ 10:50:35-Station:STA1;,,Fire: GAS-ODOR/LEAK,2016-09-08 10:50:35,CHELTENHAM,EASTON RD & RAMP S EASTON RD TO RT309 SB,1
40.1549139,-75.1554186,DRESHERTOWN RD & TUCKERSTOWN RD;  UPPER DUBLIN; Station 351; 2016-09-17 @ 10:05:10;,19025.0,EMS: VEHICLE ACCIDENT,2016-09-17 10:05:10,UPPER DUBLIN,DRESHERTOWN RD & TUCKERSTOWN RD,1
40.1924525,-75.4700143,GILBERT PL & HERITAGE PARK BLVD;  TRAPPE; Station 324; 2018-12-15 @ 12:50:08;,19426.0,EMS: BACK PAINS/INJURY,2018-12-15 12:50:08,TRAPPE,GILBERT PL & HERITAGE PARK BLVD,1
40.1172868,-75.1201978,HORACE AVE & OLD YORK RD; ABINGTON; 2016-12-16 @ 14:06:12;,19001.0,Traffic: VEHICLE ACCIDENT -,2016-12-16 14:06:12,ABINGTON,HORACE AVE & OLD YORK RD,1
40.095171,-75.414699,1ST AVE & FREEDOM DR;  UPPER MERION; Station 356A; 2020-02-26 @ 23:17:17;,19406.0,EMS: OVERDOSE,2020-02-26 23:17:17,UPPER MERION,1ST AVE & FREEDOM DR,1
40.2883557,-75.3785374,MAPLE AVE & YODER RD;  FRANCONIA; Station 344; 2019-09-20 @ 16:30:21;,19438.0,EMS: FALL VICTIM,2019-09-20 16:30:21,FRANCONIA,MAPLE AVE & YODER RD,1
40.1754298,-75.0924514,MANOR RD & BENSAL RD; UPPER MORELAND; 2019-08-03 @ 08:42:47-Station:STA10;,19040.0,Fire: FIRE ALARM,2019-08-03 08:42:47,UPPER MORELAND,MANOR RD & BENSAL RD,1
40.1354703,-75.3966887,TROOPER RD & MILL RD; WEST NORRITON; 2016-12-05 @ 08:41:19;,19403.0,Traffic: VEHICLE ACCIDENT -,2016-12-05 08:41:19,WEST NORRITON,TROOPER RD & MILL RD,1
40.0698321,-75.3162951,BLUEROUTE  & SCHUYLKILL EXPY UNDERPASS; WEST CONSHOHOCKEN; 2018-01-12 @ 12:41:27;,,Traffic: ROAD OBSTRUCTION -,2018-01-12 12:41:27,WEST CONSHOHOCKEN,BLUEROUTE  & SCHUYLKILL EXPY UNDERPASS,1
40.1117737,-75.3369314,WALNUT ST & E MAIN ST; NORRISTOWN; 2019-02-10 @ 23:18:59-Station:STA27;,19401.0,Fire: FIRE ALARM,2019-02-10 23:18:59,NORRISTOWN,WALNUT ST & E MAIN ST,1
40.116153,-75.343513,AIRY ST & SWEDE ST;  NORRISTOWN; Station 308A; 2016-04-28 @ 09:44:11;,19401.0,EMS: ALLERGIC REACTION,2016-04-28 09:44:11,NORRISTOWN,AIRY ST & SWEDE ST,1
40.1145472,-75.1217549,SUSQUEHANNA RD & OLD YORK RD; ABINGTON; 2016-10-10 @ 09:04:31;,19001.0,Traffic: VEHICLE ACCIDENT -,2016-10-10 09:04:31,ABINGTON,SUSQUEHANNA RD & OLD YORK RD,1
40.0960353,-75.4000406,AMERICAN AVE & 1ST AVE; UPPER MERION; 2016-08-05 @ 02:23:30-Station:STA47;,19406.0,Fire: FIRE ALARM,2016-08-05 02:23:30,UPPER MERION,AMERICAN AVE & 1ST AVE,1
40.2280483,-75.6553986,E CEDARVILLE RD & S HANOVER ST; CHESTER COUNTY; 2017-07-10 @ 18:59:33;,19465.0,Traffic: ROAD OBSTRUCTION -,2017-07-10 18:59:33,CHESTER COUNTY,E CEDARVILLE RD & S HANOVER ST,1
40.0059347,-75.259876,HAVERFORD AVE;  NARBERTH; Station 313; 2018-07-08 @ 11:21:23;,19072.0,EMS: HEAD INJURY,2018-07-08 11:21:23,NARBERTH,HAVERFORD AVE,1
40.2553982,-75.3068555,WELSH RD & GRIST MILL DR; TOWAMENCIN; 2020-05-26 @ 14:47:25;,19446.0,Traffic: VEHICLE ACCIDENT -,2020-05-26 14:47:25,TOWAMENCIN,WELSH RD & GRIST MILL DR,1
40.2361079,-75.3254498,KRIEBEL RD & SUMNEYTOWN PIKE; TOWAMENCIN; 2018-01-07 @ 05:11:09;,19446.0,Traffic: VEHICLE ACCIDENT -,2018-01-07 05:11:09,TOWAMENCIN,KRIEBEL RD & SUMNEYTOWN PIKE,1
40.0233719,-75.3263388,COUNTY LINE RD & S ROBERTS RD; LOWER MERION; 2019-03-17 @ 14:39:21;,19010.0,Traffic: VEHICLE ACCIDENT -,2019-03-17 14:39:21,LOWER MERION,COUNTY LINE RD & S ROBERTS RD,1
40.126709,-75.131284,EASTON RD & ARLINGTON AVE; ABINGTON; 2016-01-06 @ 13:31:44;,19001.0,Traffic: VEHICLE ACCIDENT -,2016-01-06 13:31:44,ABINGTON,EASTON RD & ARLINGTON AVE,1
40.1224193,-75.3605717,SELMA ST & W MAIN ST; NORRISTOWN; 2016-08-09 @ 16:10:50;,19401.0,Traffic: VEHICLE ACCIDENT -,2016-08-09 16:10:50,NORRISTOWN,SELMA ST & W MAIN ST,1
40.1414828,-75.117142,MORELAND RD & EASTON RD; ABINGTON; 2017-06-05 @ 20:28:22-Station:STA500;,19090.0,Fire: FIRE ALARM,2017-06-05 20:28:22,ABINGTON,MORELAND RD & EASTON RD,1
